,Station,Longitude,Latitude,Ref. value,Plot Color
723,CASS LAKE,-94.6147,47.3847,-0.007228968,No Color
968,CASTANA EXP FARM,-95.8364,42.0633,-0.002130665,No Color
469,CASTLE DALE,-111.0125,39.2078,-0.003663588,No Color
304,CASTLE HOT SPRINGS,-112.3617,33.9825,-0.004469693,No Color
653,CAVALIER 7NW,-97.7014,48.8628,0.00072045,Dark Green
2042,CAVE RUN LAKE,-83.5328,38.1228,-0.006921521,No Color
1531,CAVENDISH,-72.5989,43.3847,-0.006576536,No Color
2614,CEDAR BLUFF DAM,-99.7231,38.7978,-0.002624971,No Color
549,CEDAR CITY MUNI AP,-113.0944,37.7086,0.002334018,Darkest Green
385,CEDAR ISLAND,-76.3,34.9833,-0.005698594,No Color
98,CEDAR LAKE,-121.7561,47.4144,0.000537714,Dark Green
2493,CEDAR POINT,-109.0828,37.7158,-0.00521434,No Color
2019,CEDAR RAPIDS MUNI AP,-91.7167,41.8833,-3.48E-05,No Color
1868,CEDAR RAPIDS NO 1,-91.5881,42.05,-0.004130401,No Color
1279,CEDARTOWN,-85.2339,34.0589,-0.002769996,No Color
1295,CEDARVILLE,-120.1803,41.5306,-0.00122642,No Color
1815,CELINA 3 NE,-84.5364,40.5694,-0.003832596,No Color
2297,CELO 2 S,-82.1769,35.8297,-0.010170539,No Color
2307,CENTER,-94.1642,31.8075,-0.009437524,No Color
2034,CENTER 4 SSW,NA,NA,-0.006466543,No Color
1853,CENTER 4SE,-101.2119,47.0644,-0.003204491,No Color
1012,CENTERBURG 2 SE,-82.6547,40.2914,-0.006585704,No Color
1467,CENTERVILLE,-95.9744,31.2581,-0.003181032,No Color
781,CENTERVILLE 6 SE,-96.9033,43.0431,-0.005062104,No Color
1621,CENTRAL CITY,-98.0283,41.1222,-0.003495001,No Color
1986,CERRO,-105.5956,36.7408,-0.000631696,No Color
1566,CHADRON 3SW,-103.0533,42.8083,-0.002555454,No Color
2053,CHAMA,-106.5781,36.9178,-0.00396373,No Color
2485,CHAMBERS,-98.7467,42.2031,-0.003582051,No Color
2480,CHAMBERSBURG 1 ESE,-77.6394,39.9353,-0.008485366,No Color
2167,CHANUTE MARTIN JOHNSON AP,-95.4842,37.6703,-0.002825653,No Color
1987,CHAPEL HILL 2 W,-79.0794,35.9086,-0.008530777,No Color
301,CHARDON,-81.1833,41.5833,-0.003347454,No Color
1393,CHARITON 1 E,-93.2792,41.0164,0.001648743,Dark Green
711,CHARLES CITY,-92.6717,43.0603,0.000817556,Dark Green
1978,CHARLESTON CITY,-79.9319,32.78,-0.007216562,No Color
2141,CHARLESTON INTL AP,-80.0403,32.8986,-0.007002582,No Color
1624,CHARLESTON YEAGER AP,-81.59,38.3794,-0.005658407,No Color
2168,CHARLOTTE AMALIE AP,-64.9667,18.3331,-0.009517338,No Color
1647,CHARLOTTE COURT HOUSE,-78.6497,37.0522,-0.006541195,No Color
2145,CHARLOTTE DOUGLAS AP,-80.9553,35.2236,-0.003908347,No Color
1198,CHARLOTTEBURG RESERVE,-74.4233,41.0347,-0.010188148,No Color
1266,CHARLOTTESVILLE 2W,-78.5225,38.0328,-0.003240605,No Color
1144,CHARMANY FARM,-89.4819,43.0597,-0.002501417,No Color
2579,CHASE CITY,-78.4756,36.7775,0.002655144,Darkest Green
2498,CHATHAM,-79.4103,36.8225,-0.001389993,No Color
1792,CHATOM,-88.2503,31.4714,-0.00131793,No Color
1795,CHATTANOOGA LOVELL AP,-85.2014,35.0311,-0.010962661,No Color
1176,CHEBOYGAN,-84.4725,45.6528,-0.003640949,No Color
1554,CHEESMAN,-105.2783,39.2203,-0.000314199,No Color
284,CHELAN,-120.0381,47.8361,-0.004679258,No Color
111,CHEMULT,-121.7894,43.2292,-0.003069716,No Color
1899,CHENOA,-88.7108,40.7394,-0.004325751,No Color
734,CHERAW,-79.8833,34.7319,-0.008270254,No Color
324,CHERRY POINT MCAS,-76.8833,34.9,-0.002018046,No Color
1692,CHESTER 1 SE,-81.1958,34.6847,0.004305575,Darkest Green
1035,CHEWELAH,-117.7408,48.2733,-0.004700834,No Color
2531,CHEYENNE,-104.8061,41.1519,-0.004565111,No Color
1601,CHEYENNE WELLS,-102.3508,38.8219,-0.006052395,No Color
1772,CHICAGO MIDWAY AP 3SW,-87.7775,41.7372,-0.005141999,No Color
1427,CHICAGO OHARE INTL AP,-87.9336,41.995,-0.004176186,No Color
286,CHICO UNIV FARM,-121.8211,39.6911,-0.00633486,No Color
1161,CHIEF JOSEPH DAM,-119.6483,47.9967,-0.004201578,No Color
2284,CHILDERSBURG WTR PL,-86.3431,33.285,-0.004038847,No Color
2394,CHILDRESS MUNI AP,-100.2831,34.4272,-0.004980702,No Color
266,CHILLY BARTON FLAT,-113.8289,43.9772,-0.003022329,No Color
663,CHILTON,-88.1469,44.0328,-0.00297492,No Color
2628,CHINA LAKE NAF,-117.6931,35.6875,0.001543449,Dark Green
73,CHINO VALLEY,-112.4567,34.7569,-0.006926107,No Color
856,CHINOOK,-109.2256,48.5883,0.001077566,Dark Green
1717,CHIPLEY,-85.4847,30.7836,-0.003539881,No Color
921,CHIPPEWA LAKE,-81.9361,41.0517,-0.002982315,No Color
1057,CHISOS BASIN,-103.3003,29.2703,0.000144076,No Color
1837,CHOTEAU,-112.1919,47.8206,0.001758764,Dark Green
1037,CHRISTIANSTED AP,-64.8056,17.7028,-0.001201713,No Color
1841,CHUGWATER,-104.8222,41.7594,-0.005322352,No Color
1954,CHULA VISTA,-117.0858,32.64,-0.01233667,No Color
196,CHURCH BUTTES GAS PLT,-110.0856,41.3975,-0.003485698,No Color
2100,CIMARRON,-100.3456,37.8131,-0.001229651,No Color
1703,CIMARRON 4 SW,-104.9456,36.4661,-0.003397292,No Color
1857,CINCINNATI LUNKEN AP,-84.4189,39.1033,-0.000672578,No Color
840,CINCINNATI NORTHERN KY AP,-84.6717,39.0431,-0.003154148,No Color
2674,CIRCLE HOT SPRINGS,-144.6422,65.4939,0.003038949,Darkest Green
2197,CLANTON,-86.6522,32.8203,-0.00112751,No Color
1156,CLAREMORE 2 ENE,-95.5808,36.3225,-0.003484217,No Color
2587,CLARENDON,-100.8903,34.9325,-0.003667345,No Color
2422,CLARINDA,-95.0192,40.7244,0.003196594,Darkest Green
707,CLARION,-93.7336,42.72,-0.001772572,No Color
2199,CLARION 3 SW,-79.4361,41.1922,-0.00509885,No Color
1804,CLARKS HILL 1 W,-82.1897,33.6631,-0.005968904,No Color
2156,CLARKSBURG 1,-80.3522,39.2683,-0.004327593,No Color
2118,CLARKSDALE,-90.5572,34.1864,0.000312793,No Color
1889,CLARKSVILLE WWTP,-87.3353,36.5472,-0.006017703,No Color
741,CLATSKANIE,-123.2058,46.1081,0.002497107,Darkest Green
2035,CLAYTON 1 SSW,-83.4233,34.8483,-0.003874765,No Color
2560,CLAYTON MUNI AIR PK,-103.1539,36.4486,-0.008121147,No Color
1696,CLAYTON WTP,-78.4633,35.6408,-1.88E-05,No Color
166,CLE ELUM,-120.9131,47.1889,-0.00216422,No Color
32,CLEARBROOK,-122.3292,48.9672,-0.006413574,No Color
156,CLEARLAKE 4 SE,NA,NA,-0.005831188,No Color
462,CLEARMONT 5 SW,-106.4472,44.5781,-0.004771482,No Color
1789,CLEARWATER DAM,-90.7756,37.1319,-0.00519627,No Color
2461,CLEBURNE,-97.4061,32.3139,-0.004158223,No Color
499,CLEMSON UNIV,-82.8236,34.6603,-0.008983876,No Color
1061,CLERMONT 9 S,-81.7233,28.4558,-0.00243943,No Color
574,CLEVELAND,-81.86,41.4131,-0.008367886,No Color
541,CLEVELAND FLTR PLT,-84.7981,35.2203,-0.005226684,No Color
1916,CLINTON #1,-90.2639,41.7947,-0.003749492,No Color
778,CLINTONVILLE,-88.7483,44.6228,-0.002305179,No Color
724,CLOQUET,-92.5253,46.7047,-0.005540209,No Color
351,CLOVERDALE,-123.8925,45.205,-0.003048035,No Color
2400,CLOVIS 13 N,-103.2161,34.5989,-0.003866755,No Color
176,COALINGA,-120.3606,36.1356,-0.012269308,No Color
334,COCHETOPA CREEK,-106.7611,38.4461,-0.008590157,No Color
1881,CODEN,-88.2269,30.3875,0.000756009,Dark Green
838,CODY,-109.045,44.5147,-0.002481466,No Color
248,COEUR D'ALENE,-116.7967,47.6822,-0.001876689,No Color
1615,COLBY 1SW,-101.0689,39.3925,-0.007328946,No Color
1172,COLD BAY AP,-162.7325,55.2208,-0.001569656,No Color
1725,COLDWATER ST SCHOOL,-84.9925,41.9622,-0.005503392,No Color
2566,COLEMAN,-99.4339,31.8281,-0.003461791,No Color
859,COLLEGE OBSY,-147.8483,64.8603,-0.000495115,No Color
1086,COLLEGE STN,-96.3647,30.5892,-0.009360994,No Color
1697,COLLEGEVILLE ST JOHN,-94.3919,45.5794,-0.005599806,No Color
2281,COLLINS,-89.5572,31.6419,-0.004779672,No Color
1341,COLORADO NM,-108.7339,39.1014,-0.004099402,No Color
2540,COLORADO SPRINGS MUNI AP,-104.6883,38.81,-0.004864645,No Color
2509,COLOSO,-67.1569,18.3808,-0.010007282,No Color
2589,COLQUITT 2 W,NA,NA,0.00043586,No Color
858,COLSTRIP,-106.6336,45.8944,-0.004151614,No Color
2488,COLUMBIA,-81.1186,33.9486,-0.007746313,No Color
1446,COLUMBIA 3 WNW,-87.0864,35.6381,-0.000545484,No Color
1574,COLUMBIA 8 N,-98.3,45.725,0.000280383,No Color
2175,COLUMBIA UNIV OF SC,-81.0167,33.9831,-0.011846745,No Color
922,COLUMBUS-VALLEY CROSSING,-82.92,39.9047,-0.00361602,No Color
1627,COLUMBUS 3 NE,-97.3278,41.4639,-0.003512123,No Color
1905,COLUMBUS METRO AP,-84.9422,32.5161,-0.00918188,No Color
961,COLUMBUS PORT COLUMBUS INTL AP,-82.8808,39.9914,-0.007862073,No Color
270,COLUSA 2 SSW,-122.0269,39.1875,-0.004151468,No Color
2713,COLVILLE,-117.9019,48.5472,-0.011145784,No Color
2609,COMMERCE 4 NNW,-83.4894,34.2625,-0.008464819,No Color
2370,CONCEPTION,-94.6833,40.2394,-0.000119765,No Color
2414,CONCHAS DAM,-104.1906,35.4072,-0.006578768,No Color
459,CONCONULLY,-119.7492,48.5558,0.002069844,Darkest Green
735,CONCORD,-80.5833,35.4111,-0.005811028,No Color
892,CONCORD MUNI AP,-71.5011,43.1953,-0.006021127,No Color
1069,CONCORDIA MUNI AP,-97.6508,39.5514,-0.004537363,No Color
539,CONCRETE PPL FISH STN,-121.7422,48.5397,-0.000917272,No Color
415,CONDON,-120.1817,45.2325,-0.003592931,No Color
2233,CONFLUENCE 1 SW DAM,-79.3664,39.7994,-0.004767187,No Color
1223,CONOWINGO DAM,-76.1756,39.6556,-0.008911777,No Color
643,CONRAD,-111.9614,48.1794,-0.001825301,No Color
2310,CONROE,-95.4831,30.3303,-0.005729493,No Color
2181,CONWAY,-79.0558,33.8314,-0.006711626,No Color
1834,COOKEVILLE,-85.5033,36.1075,-0.002117377,No Color
1313,CORBIN,-77.3747,38.2022,-0.00784464,No Color
133,CORCORAN IRRIG DIST,-119.5817,36.0975,-0.005124783,No Color
2527,CORDELE,-83.7747,31.985,-0.003412649,No Color
194,CORDES,-112.165,34.305,-0.007202864,No Color
23,CORDOVA M K SMITH AP,-145.4511,60.4889,-0.000769881,No Color
2639,CORDOVA NORTH,-145.7531,60.5561,-0.005947378,No Color
1294,CORINNA,-69.2417,44.9197,-0.004686344,No Color
2231,CORINTH 7 SW,-88.6178,34.8792,-0.001597008,No Color
1891,CORNELIA,-83.5286,34.5181,-0.009132449,No Color
1008,CORNWALL,-73.2106,43.9572,-0.002807407,No Color
1030,CORPUS CHRISTI,-97.5108,27.7839,-0.00693042,No Color
1016,CORPUS CHRISTI NAS,-97.2833,27.6833,-0.002232502,No Color
2405,CORSICANA,-96.4867,32.1225,-0.006740444,No Color
2559,CORTEZ,-108.5931,37.3444,-0.007339382,No Color
258,CORVALLIS STATE UNIV,-123.19,44.6342,-0.005706871,No Color
589,COSHOCTON AG RSCH STN,-81.7908,40.3708,-0.006012008,No Color
198,COTTAGE GROVE 2E,-123.0275,43.7917,-0.00555413,No Color
587,COTTAGE GROVE DAM,-123.0578,43.7178,-0.005755191,No Color
941,COTTONWOOD 2 E,-101.8606,43.9611,-0.002839408,No Color
1000,COTTONWOOD FALLS,-96.5483,38.3703,0.000400359,No Color
800,COTTONWOOD WEIR,-111.7869,40.6242,0.000870001,Dark Green
1129,COTULLA LA SALLE CO AP,-99.2183,28.4567,-0.005967691,No Color
2475,COUDERAY 7 W,-91.4594,45.8003,-0.000759631,No Color
1275,COUGAR 6 E,-122.2042,46.0625,-0.009861908,No Color
25,COULEE DAM 1 SW,-118.9997,47.9544,-0.002075417,No Color
399,COUPEVILLE 1 S,-122.6914,48.2072,-0.007164726,No Color
2644,COVE 1 E,NA,NA,-0.002759768,No Color
272,COVELO,-123.2444,39.8158,-0.005479735,No Color
1967,COVINGTON,-83.8436,33.5972,-0.004334062,No Color
2112,COVINGTON 3 SW,-89.7,35.5497,-0.003912939,No Color
2129,COWEETA EXP STN,-83.4314,35.0592,-0.011625101,No Color
910,CRANDALL CREEK,-109.6436,44.8675,-0.001561756,No Color
1110,CRANE,-102.3578,31.4072,-0.005864327,No Color
74,CRATER LAKE NPS HQ,-122.1328,42.8967,-0.001430557,No Color
122,CRATERS OF THE MOON,-113.5581,43.465,-0.007990618,No Color
2700,CRESCENT CITY,-81.5161,29.425,0.009669615,Darkest Green
354,CRESCENT CITY 3 NNW,-124.2147,41.7958,0.00218005,Darkest Green
852,CRESCENT LAKE NWR,-102.4372,41.7608,-0.009311685,No Color
665,CRESCO 1 NE,-92.0939,43.3894,-0.001076754,No Color
1357,CRESTED BUTTE,-106.9769,38.8739,-8.95E-05,No Color
1397,CRESTON 2 SW,-94.3942,41.0372,-0.000656303,No Color
1548,CRESTVIEW BOB SIKES AP,-86.5225,30.7797,-0.004181585,No Color
1351,CRETE,-96.9469,40.6194,-0.00475772,No Color
722,CRIVITZ HIGH FALLS,-88.1919,45.3575,-0.000213222,No Color
2379,CROCKETT,-95.4508,31.3072,-0.010331214,No Color
1429,CROOKSTON NW EXP STA,-96.6028,47.8014,-0.000401414,No Color
1620,CROSBY,-103.2936,48.9075,-0.00384063,No Color
2434,CROSBYTON,-101.245,33.6517,-0.006472612,No Color
1913,CROSS CITY 1 E,-83.1053,29.6333,-0.003472394,No Color
594,CROSSETT 2 SSE,-91.9481,33.1111,-0.000866969,No Color
1944,CROSSVILLE ED & RESEARCH,-85.1314,36.0147,-0.007149979,No Color
1435,CROSSVILLE MEM AP,-85.0814,35.9508,-0.00607562,No Color
2232,CROWLEY 2 NE,-92.3478,30.2408,-0.011696139,No Color
2708,CRYSTAL SPGS EXP STN,-90.3775,31.9461,-0.006765766,No Color
2458,CUERO,-97.3433,29.0892,-0.002621981,No Color
1585,CULBERTSON,-100.8292,40.2333,-0.006616381,No Color
2271,CULLOWHEE,-83.1747,35.3117,-0.006688496,No Color
2507,CULVER CITY,-118.4139,34.005,0.005925284,Darkest Green
1480,CUMBERLAND,-92.0222,45.5333,-5.72E-05,No Color
2487,CURTIS 3NNE,-100.4936,40.6742,-0.005113517,No Color
2396,CUSHING,-96.7758,35.9803,-0.004216975,No Color
168,CUT BANK MUNI AP,-112.3753,48.6033,-0.00377275,No Color
1901,CUTHBERT,-84.7931,31.7672,0.004257262,Darkest Green
47,CUYAMACA,-116.5872,32.9897,-0.005069208,No Color
2121,D'LO 2 SW,-89.9328,31.9544,-0.004626857,No Color
2134,DAINGERFIELD 9 S,-94.7225,32.9203,-0.004113033,No Color
1746,DALE ENTERPRISE,-78.9353,38.4547,-0.002075151,No Color
2158,DALECARLIA RSVR,-77.1133,38.9386,-0.0035773,No Color
1595,DALHART MUNI AP,-102.55,36.0167,-0.004073708,No Color
299,DALLAS 2 NE,-123.2911,44.9464,-0.00228862,No Color
1449,DALLAS 7 NE,-84.7475,33.9881,-0.008633514,No Color
2361,DALLAS FT WORTH AP,-97.0189,32.8978,-0.007622106,No Color
555,DALLAS LOVE FLD,-96.8556,32.8519,-0.006715696,No Color
1107,DANEVANG 1 W,-96.2319,29.0567,0.001501352,Dark Green
999,DANNEMORA,-73.7206,44.7192,-0.001899269,No Color
2518,DANNER,-117.3389,42.9447,-0.000228898,No Color
1150,DANSVILLE,-77.7175,42.5656,-0.003490177,No Color
2309,DARDANELLE,-93.1675,35.2342,-0.006155709,No Color
1130,DARLINGTON,-90.1064,42.6781,-0.002431191,No Color
740,DARRINGTON RS,-121.6036,48.26,-0.001547453,No Color
795,DAVID CITY,-97.1328,41.2492,0.001010243,Dark Green
9,DAVIS 2 WSW EXP FARM,-121.7761,38.535,-0.007643084,No Color
1779,DAYTON-MCD,-84.1911,39.7633,-0.004112098,No Color
180,DAYTON 1 WSW,-118.0022,46.3153,-0.000649726,No Color
1823,DAYTON 2SE,-84.9947,35.4717,-0.00465449,No Color
1438,DAYTON INTL AP,-84.2186,39.9061,-0.001809393,No Color
2677,DAYTONA BEACH,-81.0083,29.1967,-0.011764715,No Color
362,DAYTONA BEACH INTL AP,-81.0483,29.1828,-0.006080094,No Color
2244,DE RIDDER,-93.2869,30.8428,-0.008539711,No Color
435,DE SABLA,-121.6108,39.8717,-0.006812129,No Color
2481,DE SMET,-97.5606,44.3867,-0.003227762,No Color
902,DEARBORN,-83.2378,42.3194,-0.001012086,No Color
1421,DEAVER,-108.5931,44.8919,-0.00428329,No Color
2253,DECATUR WTP,-88.9506,39.8289,-0.004161955,No Color
1895,DECORAH,-91.7953,43.3042,-0.004655893,No Color
110,DEER CREEK DAM,-111.5289,40.4044,-0.002158427,No Color
1276,DEER FLAT DAM,-116.7475,43.5764,-0.004939472,No Color
1436,DEER LODGE 3 W,-112.7975,46.3911,0.000120952,No Color
2274,DEFIANCE,-84.3847,41.2783,-0.006754559,No Color
165,DEL NORTE 3ENE,-106.3083,37.6908,0.005164475,Darkest Green
1091,DEL RIO INTL AP,-100.9269,29.3783,-0.00924327,No Color
345,DELAND 1 SSE,-81.3106,29.0181,-0.004912846,No Color
837,DELTA,-112.5858,39.3375,-0.002075199,No Color
2265,DEMOPOLIS L&D,-87.88,32.5192,-0.003506541,No Color
532,DENIO,-118.6339,41.9892,-0.00169893,No Color
721,DENISON,-95.3289,42.0364,-0.000610445,No Color
1207,DENISON DAM,-96.5667,33.8167,-0.000142117,No Color
2113,DENTON 2 SE,-97.105,33.1992,-0.00348254,No Color
1613,DENVER-STAPLETON,-104.8694,39.7633,-0.005334471,No Color
1996,DEQUEEN,-94.3481,34.0464,-0.003351399,No Color
2173,DES ARC,-91.4978,34.9772,-0.002030117,No Color
1565,DES MOINES INTL AP,-93.6531,41.5339,-0.004478429,No Color
911,DESERET,-112.6519,39.2872,-0.004096318,No Color
2096,DESERT NWR,-115.36,36.4381,-0.004434691,No Color
2522,DESERT RESORTS RGNL AP,-116.1594,33.6267,-0.001326509,No Color
745,DETOUR VILLAGE,-83.9014,45.9983,-0.00441782,No Color
958,DETROIT CITY AP,-83.01,42.4092,-0.003980049,No Color
1255,DETROIT DAM,-122.2547,44.7242,0.001735566,Dark Green
1770,DETROIT LAKES 1 NNE,-95.8372,46.8372,-0.008107044,No Color
845,DETROIT METRO AP,-83.3308,42.2314,-0.008389114,No Color
2691,DETROIT WILLOW RUN AP,-83.5333,42.2333,-0.009824708,No Color
2024,DEVILS GARDEN,-81.1292,26.6033,-0.008877505,No Color
793,DEVILS LAKE KDLR,-98.8681,48.1069,-0.001276917,No Color
863,DEVILS TWR #2,-104.7147,44.5833,-0.004984843,No Color
27,DIABLO DAM,-121.1431,48.7142,-0.000253279,No Color
1588,DICKSON,-87.3958,36.075,0.000792886,Dark Green
1104,DILIA,-105.0569,35.1842,-0.00225809,No Color
796,DILLINGER,-105.1175,44.0992,-0.004520003,No Color
269,DILLION U OF MONTANA WESTERN,-112.6447,45.2128,-0.000919188,No Color
714,DILLON,-79.3564,34.4092,-0.006244926,No Color
967,DILLON 1 E,-106.0353,39.6261,-0.004177116,No Color
190,DILLON AP,-112.5545,45.2575,-0.002066587,No Color
170,DINOSAUR QUARRY AREA,-109.3045,40.4378,-0.005216096,No Color
618,DODGE,-91.5511,44.1331,-0.005984356,No Color
1814,DODGE CITY,-99.9683,37.7608,-0.000767949,No Color
1439,DODGEVILLE,-90.1161,42.9608,-0.000542022,No Color
883,DONALDSONVILLE 4 SW,-91.0278,30.0719,0.00424661,Darkest Green
1034,DONEGAL 2 NW,-79.4058,40.1275,-0.005622768,No Color
2122,DONIPHAN,-90.8125,36.6206,-0.003023567,No Color
384,DONNER MEM SP,-120.2331,39.3239,-0.005808526,No Color
934,DONORA 1 SW,-79.8694,40.1636,-0.002342968,No Color
595,DORENA,-122.9631,43.7822,-0.006247963,No Color
825,DORSET,-80.6667,41.6833,-0.007046938,No Color
1191,DOS BOCAS,-66.6667,18.3361,-0.00049656,No Color
2186,DOUGLAS,-82.8206,31.4889,-0.007808484,No Color
2710,DOUGLAS 1 SE,-105.3603,42.7467,-0.001907585,No Color
2081,DOUGLAS BISBEE INL AP,-109.6061,31.4583,-0.010966287,No Color
2157,DOVER 1 W,-87.8628,36.4819,-0.006786359,No Color
807,DOWAGIAC 1 W,-86.1319,41.9856,-0.000317775,No Color
992,DOWNSVILLE DAM,-74.9825,42.0769,-0.004779933,No Color
818,DOYLE 4 SSE,-120.0828,39.9717,-0.002764937,No Color
330,DRAIN,-123.3275,43.6656,-0.007920623,No Color
1825,DRESDEN,-88.7064,36.2836,-0.004535478,No Color
802,DRIGGS,-111.1125,43.7306,-0.001229824,No Color
1027,DU QUOIN 4 SE,-89.1931,37.9878,-0.002842494,No Color
1285,DUBOIS EXP STN,-112.2006,44.2436,-0.005980526,No Color
1976,DUBOIS S IN FORAGE FM,-86.6983,38.4558,-0.005535888,No Color
1501,DUBUQUE L&D 11,-90.6461,42.54,-0.001941282,No Color
1112,DUBUQUE RGNL AP,-90.7036,42.3978,-0.002139023,No Color
2620,DUCHESNE,-110.395,40.1678,-0.001158409,No Color
731,DUFUR,-121.1303,45.4539,-0.007796861,No Color
1257,DUGWAY,-112.9217,40.1839,-0.000616655,No Color
1970,DULCE,-107,36.9358,-0.011172979,No Color
2604,DULL CTR 1SE,-104.9614,43.4117,-0.004758593,No Color
716,DULUTH,-92.2097,46.8369,-0.007426323,No Color
1388,DUMAS,-101.9725,35.8731,0.000160902,No Color
13,DUNKIRK 19NNE,-111.4747,48.7167,-0.000362202,No Color
829,DUNN CENTER 1E,-102.5869,47.3467,-0.003134594,No Color
550,DUPREE,-101.605,45.0469,-0.003799883,No Color
1683,DURHAM,-78.9625,36.0425,-0.000957565,No Color
2704,DUTCH HARBOR,-166.5433,53.895,-0.008303185,No Color
377,DYER,-118.0106,37.615,-0.006412729,No Color
2275,DYERSBURG III GOLF,-89.41,36.0003,-0.001142827,No Color
1652,EADS,-102.7769,38.4758,-0.003588739,No Color
33,EAGLE,-141.2036,64.7856,-0.001284608,No Color
191,EAGLE FAA AP,-106.9167,39.65,-0.006805645,No Color
5,EAGLE MTN,-115.4508,33.8089,8.81E-05,No Color
1505,EAGLE PASS 3N,-100.4792,28.7569,-0.00476947,No Color
420,EAST JORDAN,-85.1322,45.1519,-0.008816815,No Color
1181,EAST TAWAS,-83.5036,44.2839,-0.006282679,No Color
1241,EAST WAREHAM,-70.6697,41.7653,-0.009429843,No Color
1878,EASTMAN 1 W,-83.2058,32.2003,-0.005861133,No Color
1002,EASTPORT,-66.9919,44.9067,-0.005657349,No Color
1521,EATON,-84.6336,39.7347,-0.007041877,No Color
1457,EAU CLAIRE 4 NE,-86.2408,42.0147,-0.00707016,No Color
678,EAU CLAIRE RGNL AP,-91.4878,44.8664,-0.004689571,No Color
235,ECHO DAM,-111.435,40.9656,-0.002611022,No Color
1092,EDEN,-99.8494,31.2208,0.002383461,Darkest Green
1592,EDENTON,-76.5517,36.0164,-0.001813168,No Color
322,EDGARTOWN,-70.5181,41.3853,-0.009410971,No Color
2656,EDGELEY 3WNW,-98.7661,46.3694,0.000498741,Dark Green
2279,EDISTO BEACH STATE PARK,-80.2947,32.505,-0.010260626,No Color
2111,EDMORE 1NW,-98.4714,48.4239,-1.78E-05,No Color
2262,EFFINGHAM 3SW,-88.6244,39.1181,-0.001536574,No Color
1442,EKALAKA,-104.5461,45.8903,-0.002730588,No Color
484,EL CAPITAN DAM,-116.8164,32.8839,0.000584095,Dark Green
246,EL CENTRO 2 SSW,-115.5617,32.7669,-0.007471509,No Color
2440,EL DORADO,-96.8444,37.8183,-0.00292308,No Color
1953,EL DORADO S AR RGNL AP,-92.8142,33.2208,-0.005585299,No Color
2046,EL MORRO NATL MON,-108.3492,35.0381,-0.002023408,No Color
2077,EL PASO INTL AP,-106.3758,31.8111,-0.009598253,No Color
2060,EL VADO DAM,-106.73,36.5928,-0.006323407,No Color
737,ELBERTON 2 N,-82.855,34.1406,0.000509458,Dark Green
2433,ELDON,-92.5808,38.3486,-0.001884345,No Color
701,ELDORA,-93.0989,42.3619,-0.001082761,No Color
1956,ELIDA,-103.6572,33.9403,-0.007579961,No Color
1773,ELIZABETH CITY,-76.205,36.3097,-0.006967736,No Color
392,ELIZABETH CITY CGAS,-76.175,36.2606,-0.006469046,No Color
376,ELIZABETHTOWN 3 SW,-78.6481,34.6044,-0.00460588,No Color
1331,ELK CITY 1NE,-115.4611,45.8356,-0.003765167,No Color
945,ELK MTN,-106.4136,41.6878,-0.00686466,No Color
1391,ELKADER 6 SSW,-91.4536,42.7753,0.000672834,Dark Green
1842,ELKHART,-101.8867,37.0058,-0.002160713,No Color
2192,ELKINS RANDOLPH CO AP,-79.8528,38.8853,-0.007656477,No Color
77,ELKO RGNL AP,-115.7886,40.8289,-0.001332652,No Color
1444,ELLENDALE,-98.5261,46.0108,-0.000544713,No Color
237,ELLENSBURG,-120.54,46.9692,-0.004008223,No Color
1705,ELLSWORTH 1 E,-92.4586,44.7303,-0.001815179,No Color
727,ELMA,-123.4008,47.0092,-0.003319897,No Color
2164,ELMIRA,-76.8358,42.0997,-0.00579033,No Color
904,ELSBERRY 1 S,-90.7847,39.1506,-0.007149537,No Color
220,ELSINORE,-117.3319,33.6692,-0.00823505,No Color
559,ELWHA RS,-123.5906,48.0164,-0.000445223,No Color
1750,ELWOOD,-85.8453,40.2872,-0.006460947,No Color
203,ELY YELLAND FLD AP,-114.8467,39.2953,-0.004574675,No Color
896,ELYRIA 3 E,-82.0558,41.3814,-0.008859324,No Color
1317,EMBLEM,-108.3906,44.4972,-0.005819179,No Color
632,EMMETSBURG,-94.6833,43.1025,-0.002088036,No Color
1264,EMMETT 2 E,-116.4664,43.8544,-0.001778493,No Color
1215,EMMITSBURG 2 SE,-77.2914,39.6811,-0.003681418,No Color
2430,EMPORIA MUNI AP,-96.1897,38.3306,-0.004702935,No Color
2447,ENCINAL,-99.3847,27.9775,-0.008665226,No Color
938,ENDERLIN 2W,-97.6383,46.6167,-0.007047427,No Color
2106,ENDERS LAKE,-101.5147,40.4181,-0.002935388,No Color
2378,ENID,-97.8747,36.4194,-0.002969658,No Color
2617,ENKA,-82.6531,35.5406,-0.006234561,No Color
337,ENNIS,-111.7111,45.3394,-0.003244947,No Color
801,ENOSBURG FALLS,-72.8083,44.9094,-0.007629833,No Color
1353,EPHRAIM,-111.5992,39.3583,-0.003329347,No Color
460,EPHRATA MUNI AP,-119.5153,47.3078,-0.001430014,No Color
865,ERIE INTL AP,-80.1825,42.08,-0.009648754,No Color
557,ESCALANTE,-111.5978,37.7686,-0.010532408,No Color
631,ESKRIDGE,-96.1058,38.8592,0.004055868,Darkest Green
332,ESTACADA 2 SE,-122.3186,45.2689,-0.004286543,No Color
